10ClassKind	10DepthInKind	icd10Code	icd10Chapter	icd10Title	ICD-11 FoundationURI	icd11Title	2024-Jan-21
Category	2	A39.0	I	Meningococcal meningitis	http://id.who.int/icd/entity/516585689	Meningococcal meningitis	Equivalent	0
Category	2	A39.1	I	Waterhouse-Friderichsen syndrome	http://id.who.int/icd/entity/2072098125	Waterhouse-Friderichsen syndrome	Equivalent	0
Category	2	A39.2	I	Acute meningococcaemia	http://id.who.int/icd/entity/254600628	Acute meningococcaemia	Equivalent	0
Category	2	A39.3	I	Chronic meningococcaemia	http://id.who.int/icd/entity/1785145382	Chronic meningococcaemia	Equivalent	0
Category	2	A39.4	I	Meningococcaemia, unspecified	http://id.who.int/icd/entity/832233624	Meningococcaemia	Subclass	0
Category	2	A39.5	I	Meningococcal heart disease	http://id.who.int/icd/entity/2093119016	Heart disease due to Neisseria meningitidis	Equivalent	0
Category	2	A39.8	I	Other meningococcal infections	http://id.who.int/icd/entity/1664016479	Meningococcal disease	Subclass	0
Category	2	A39.9	I	Meningococcal infection, unspecified	http://id.who.int/icd/entity/1664016479	Meningococcal disease	Subclass	0
Category	1	A40	I	Streptococcal sepsis	http://id.who.int/icd/entity/622600769	Sepsis without septic shock	Subclass	0
Category	2	A40.0	I	Sepsis due to streptococcus, group A	http://id.who.int/icd/entity/126483251	Sepsis due to Streptococcus, group A without mention of septic shock	Equivalent	0
Category	2	A40.1	I	Sepsis due to streptococcus, group B	http://id.who.int/icd/entity/1656895143	Sepsis due to Streptococcus, group B without mention of septic shock	Equivalent	0
Category	2	A40.2	I	Sepsis due to streptococcus, group D and enterococcus	http://id.who.int/icd/entity/1882056565	Bacterial sepsis without mention of septic shock	Subclass	0
Category	2	A40.3	I	Sepsis due to Streptococcus pneumoniae	http://id.who.int/icd/entity/1931783118	Sepsis due to Streptococcus pneumoniae without mention of septic shock	Equivalent	0
Category	2	A40.8	I	Other streptococcal sepsis	http://id.who.int/icd/entity/622600769	Sepsis without septic shock	Subclass	-1
Category	2	A40.9	I	Streptococcal sepsis, unspecified	http://id.who.int/icd/entity/622600769	Sepsis without septic shock	Subclass	-1
Category	1	A41	I	Other sepsis	http://id.who.int/icd/entity/622600769	Sepsis without septic shock	Subclass	0
Category	2	A41.0	I	Sepsis due to Staphylococcus aureus	http://id.who.int/icd/entity/460403634	Sepsis due to Staphylococcus aureus without mention of septic shock	Equivalent	0
Category	2	A41.1	I	Sepsis due to other specified staphylococcus	http://id.who.int/icd/entity/1882056565	Bacterial sepsis without mention of septic shock	Subclass	0
Category	2	A41.2	I	Sepsis due to unspecified staphylococcus	http://id.who.int/icd/entity/1882056565	Bacterial sepsis without mention of septic shock	Subclass	0
Category	2	A41.3	I	Sepsis due to Haemophilus influenzae	http://id.who.int/icd/entity/1876714317	Sepsis due to Haemophilus influenzae without mention of septic shock	Equivalent	0
Category	2	A41.4	I	Sepsis due to anaerobes	http://id.who.int/icd/entity/473100505	Sepsis due to anaerobes without mention of septic shock	Equivalent	0
Category	2	A41.5	I	Sepsis due to other Gram-negative organisms	http://id.who.int/icd/entity/1882056565	Bacterial sepsis without mention of septic shock	Subclass	0
Category	2	A41.8	I	Other specified sepsis	http://id.who.int/icd/entity/622600769	Sepsis without septic shock	Subclass	-1
Category	2	A41.9	I	Sepsis, unspecified	http://id.who.int/icd/entity/622600769	Sepsis without septic shock	Subclass	-1
Category	1	A42	I	Actinomycosis	http://id.who.int/icd/entity/1697630330	Actinomycosis	Subclass	-1
Category	2	A42.0	I	Pulmonary actinomycosis	http://id.who.int/icd/entity/452367246	Pulmonary actinomycosis	Equivalent	0
Category	2	A42.1	I	Abdominal actinomycosis	http://id.who.int/icd/entity/2143116824	Abdominal actinomycosis	Equivalent	0
Category	2	A42.2	I	Cervicofacial actinomycosis	http://id.who.int/icd/entity/185601767	Cervicofacial actinomycosis	Equivalent	0
Category	2	A42.7	I	Actinomycotic sepsis	http://id.who.int/icd/entity/1697630330	Actinomycosis	Subclass	0
Category	2	A42.8	I	Other forms of actinomycosis	http://id.who.int/icd/entity/1697630330	Actinomycosis	Subclass	0
Category	2	A42.9	I	Actinomycosis, unspecified	http://id.who.int/icd/entity/1697630330	Actinomycosis	Subclass	0
Category	1	A43	I	Nocardiosis	http://id.who.int/icd/entity/6555116	Nocardiosis	Subclass	-1
Category	2	A43.0	I	Pulmonary nocardiosis	http://id.who.int/icd/entity/101604109	Pulmonary nocardiosis	Equivalent	0
Category	2	A43.1	I	Cutaneous nocardiosis	http://id.who.int/icd/entity/1665504921	Cutaneous nocardiosis	Equivalent	0
Category	2	A43.8	I	Other forms of nocardiosis	http://id.who.int/icd/entity/6555116	Nocardiosis	Subclass	0
Category	2	A43.9	I	Nocardiosis, unspecified	http://id.who.int/icd/entity/6555116	Nocardiosis	Subclass	0
Category	1	A44	I	Bartonellosis	http://id.who.int/icd/entity/1938462328	Bartonellosis	Subclass	-1
Category	2	A44.0	I	Systemic bartonellosis	http://id.who.int/icd/entity/1031219789	Oroya fever	Equivalent	0
Category	2	A44.1	I	Cutaneous and mucocutaneous bartonellosis	http://id.who.int/icd/entity/1480386521	Verruga peruana	Equivalent	0
Category	2	A44.8	I	Other forms of bartonellosis	http://id.who.int/icd/entity/1938462328	Bartonellosis	Subclass	0
Category	2	A44.9	I	Bartonellosis, unspecified	http://id.who.int/icd/entity/1938462328	Bartonellosis	Subclass	0
Category	1	A46	I	Erysipelas	http://id.who.int/icd/entity/1651247891	Erysipelas	Equivalent	0
Category	1	A48	I	Other bacterial diseases, not elsewhere classified	http://id.who.int/icd/entity/487269828	Other bacterial diseases	Subclass	-1
Category	2	A48.0	I	Gas gangrene	http://id.who.int/icd/entity/1920227791	Gas gangrene	Equivalent	0
Category	2	A48.1	I	Legionnaires disease	http://id.who.int/icd/entity/390042715	Legionellosis	Equivalent	0
Category	2	A48.2	I	Nonpneumonic Legionnaires disease [Pontiac fever]	http://id.who.int/icd/entity/1670562980	Nonpneumonic Legionnaires' disease	Equivalent	0
Category	2	A48.3	I	Toxic shock syndrome	http://id.who.int/icd/entity/114886962	Toxic shock syndrome	Equivalent	0
Category	2	A48.4	I	Brazilian purpuric fever	http://id.who.int/icd/entity/1966578342	Brazilian purpuric fever	Equivalent	0
Category	2	A48.8	I	Other specified bacterial diseases	http://id.who.int/icd/entity/487269828	Other bacterial diseases	Subclass	0
Category	1	A49	I	Bacterial infection of unspecified site	http://id.who.int/icd/entity/520429137	Bacterial infection of unspecified site	Equivalent	0
Category	2	A49.0	I	Staphylococcal infection, unspecified site	http://id.who.int/icd/entity/520429137	Bacterial infection of unspecified site	Subclass	0
Category	2	A49.1	I	Streptococcal and enterococcal infection, unspecified site	http://id.who.int/icd/entity/520429137	Bacterial infection of unspecified site	Subclass	0
Category	2	A49.2	I	Haemophilus influenzae infection, unspecified site	http://id.who.int/icd/entity/520429137	Bacterial infection of unspecified site	Subclass	0
Category	2	A49.3	I	Mycoplasma infection, unspecified site	http://id.who.int/icd/entity/520429137	Bacterial infection of unspecified site	Subclass	0
Category	2	A49.8	I	Other bacterial infections of unspecified site	http://id.who.int/icd/entity/520429137	Bacterial infection of unspecified site	Subclass	0
Category	2	A49.9	I	Bacterial infection, unspecified	http://id.who.int/icd/entity/520429137	Bacterial infection of unspecified site	Subclass	0
Block	1	A50-A64	I	Infections with a predominantly sexual mode of transmission	http://id.who.int/icd/entity/1904876434	Predominantly sexually transmitted infections	Equivalent	0
Category	1	A50	I	Congenital syphilis	http://id.who.int/icd/entity/587996426	Congenital syphilis	Subclass	-1
Category	2	A50.0	I	Early congenital syphilis, symptomatic	http://id.who.int/icd/entity/395565060	Early congenital syphilis, symptomatic	Equivalent	0
Category	2	A50.1	I	Early congenital syphilis, latent	http://id.who.int/icd/entity/1926763926	Early congenital syphilis, latent	Equivalent	0
Category	2	A50.2	I	Early congenital syphilis, unspecified	http://id.who.int/icd/entity/108348777	Early congenital syphilis	Subclass	0
Category	2	A50.3	I	Late congenital syphilitic oculopathy	http://id.who.int/icd/entity/1665042685	Late congenital syphilitic oculopathy	Equivalent	0
Category	2	A50.4	I	Late congenital neurosyphilis [juvenile neurosyphilis]	http://id.who.int/icd/entity/282073961	Late congenital neurosyphilis	Equivalent	0
Category	2	A50.5	I	Other late congenital syphilis, symptomatic	http://id.who.int/icd/entity/1685932952	Late congenital syphilis	Subclass	0
Category	2	A50.6	I	Late congenital syphilis, latent	http://id.who.int/icd/entity/20350466	Late congenital syphilis, latent	Equivalent	0
Category	2	A50.7	I	Late congenital syphilis, unspecified	http://id.who.int/icd/entity/1685932952	Late congenital syphilis	Subclass	0
Category	2	A50.9	I	Congenital syphilis, unspecified	http://id.who.int/icd/entity/587996426	Congenital syphilis	Subclass	0
Category	1	A51	I	Early syphilis	http://id.who.int/icd/entity/1179111584	Early syphilis	Subclass	-1
Category	2	A51.0	I	Primary genital syphilis	http://id.who.int/icd/entity/191565955	Primary genital syphilis	Equivalent	0
Category	2	A51.1	I	Primary anal syphilis	http://id.who.int/icd/entity/1847647511	Primary anal syphilis	Equivalent	0
Category	2	A51.2	I	Primary syphilis of other sites	http://id.who.int/icd/entity/445484522	Primary syphilis of other sites	Equivalent	0
Category	2	A51.3	I	Secondary syphilis of skin and mucous membranes	http://id.who.int/icd/entity/2143699068	Secondary syphilis of skin or mucous membranes	Equivalent	0
Category	2	A51.4	I	Other secondary syphilis	http://id.who.int/icd/entity/204002280	Secondary syphilis of other sites	Equivalent	0
Category	2	A51.5	I	Early syphilis, latent	http://id.who.int/icd/entity/1768103550	Latent early syphilis	Equivalent	0
Category	2	A51.9	I	Early syphilis, unspecified	http://id.who.int/icd/entity/1179111584	Early syphilis	Subclass	0
Category	1	A52	I	Late syphilis	http://id.who.int/icd/entity/854229089	Late syphilis	Subclass	-1
Category	2	A52.0	I	Cardiovascular syphilis	http://id.who.int/icd/entity/183283901	Cardiovascular late syphilis	Subclass	0
Category	2	A52.1	I	Symptomatic neurosyphilis	http://id.who.int/icd/entity/1873247529	Symptomatic late neurosyphilis	Subclass	0
Category	2	A52.2	I	Asymptomatic neurosyphilis	http://id.who.int/icd/entity/453651926	Asymptomatic neurosyphilis	Equivalent	0
Category	2	A52.3	I	Neurosyphilis, unspecified	http://id.who.int/icd/entity/2118246468	Neurosyphilis	Subclass	0
Category	2	A52.7	I	Other symptomatic late syphilis	http://id.who.int/icd/entity/1883423833	Symptomatic late syphilis of other sites	Subclass	0
Category	2	A52.8	I	Late syphilis, latent	http://id.who.int/icd/entity/74135147	Latent late syphilis	Equivalent	0
Category	2	A52.9	I	Late syphilis, unspecified	http://id.who.int/icd/entity/854229089	Late syphilis	Subclass	0
Category	1	A53	I	Other and unspecified syphilis	http://id.who.int/icd/entity/455894495	Syphilis	Subclass	-1
Category	2	A53.0	I	Latent syphilis, unspecified as early or late	http://id.who.int/icd/entity/370440252	Latent syphilis, unspecified as early or late	Equivalent	0
Category	2	A53.9	I	Syphilis, unspecified	http://id.who.int/icd/entity/455894495	Syphilis	Subclass	0
Category	1	A54	I	Gonococcal infection	http://id.who.int/icd/entity/609214049	Gonococcal infection	Subclass	0
Category	2	A54.0	I	Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess	http://id.who.int/icd/entity/762120574	Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess	Equivalent	0
Category	2	A54.1	I	Gonococcal infection of lower genitourinary tract with periurethral and accessory gland abscess	http://id.who.int/icd/entity/1210500328	Gonococcal infection of lower genitourinary tract with periurethral or accessory gland abscess	Equivalent	0
Category	2	A54.2	I	Gonococcal pelviperitonitis and other gonococcal genitourinary infections	http://id.who.int/icd/entity/1015780375	Gonococcal pelviperitonitis	Subclass	0
Category	2	A54.3	I	Gonococcal infection of eye	http://id.who.int/icd/entity/1505778051	Gonococcal infection of eye	Equivalent	0
Category	2	A54.4	I	Gonococcal infection of musculoskeletal system	http://id.who.int/icd/entity/707709463	Gonococcal infection of musculoskeletal system	Subclass	0
Category	2	A54.5	I	Gonococcal pharyngitis	http://id.who.int/icd/entity/1332021123	Gonococcal pharyngitis	Equivalent	0
Category	2	A54.6	I	Gonococcal infection of anus and rectum	http://id.who.int/icd/entity/609214049	Gonococcal infection	Subclass	-1
Category	2	A54.8	I	Other gonococcal infections	http://id.who.int/icd/entity/2046292009	Disseminated gonococcal infection	Subclass	0
Category	2	A54.9	I	Gonococcal infection, unspecified	http://id.who.int/icd/entity/609214049	Gonococcal infection	Subclass	0
Category	1	A55	I	Chlamydial lymphogranuloma (venereum)	http://id.who.int/icd/entity/1090786293	Chlamydial lymphogranuloma	Equivalent	0
Category	1	A56	I	Other sexually transmitted chlamydial diseases	http://id.who.int/icd/entity/900285196	Non-ulcerative sexually transmitted chlamydial infection	Equivalent	0
Category	2	A56.0	I	Chlamydial infection of lower genitourinary tract	http://id.who.int/icd/entity/806511043	Chlamydial infection of lower genitourinary tract	Equivalent	0
Category	2	A56.1	I	Chlamydial infection of pelviperitoneum and other genitourinary organs	http://id.who.int/icd/entity/1431940183	Chlamydial infection of internal reproductive organs	Subclass	0
Category	2	A56.2	I	Chlamydial infection of genitourinary tract, unspecified	http://id.who.int/icd/entity/806511043	Chlamydial infection of lower genitourinary tract	Equivalent	0
Category	2	A56.3	I	Chlamydial infection of anus and rectum	http://id.who.int/icd/entity/1153380670	Chlamydial infection of anus or rectum	Equivalent	0
Category	2	A56.4	I	Chlamydial infection of pharynx	http://id.who.int/icd/entity/928096938	Chlamydial infection of pharynx	Equivalent	0
Category	2	A56.8	I	Sexually transmitted chlamydial infection of other sites	http://id.who.int/icd/entity/900285196	Non-ulcerative sexually transmitted chlamydial infection	Subclass	-1
Category	1	A57	I	Chancroid	http://id.who.int/icd/entity/1357024926	Chancroid	Equivalent	0
Category	1	A58	I	Granuloma inguinale	http://id.who.int/icd/entity/764124124	Granuloma inguinale	Equivalent	0
Category	1	A59	I	Trichomoniasis	http://id.who.int/icd/entity/1220564554	Trichomoniasis	Equivalent	0
Category	2	A59.0	I	Urogenital trichomoniasis	http://id.who.int/icd/entity/2123805311	Urogenital trichomoniasis	Equivalent	0
Category	2	A59.8	I	Trichomoniasis of other sites	http://id.who.int/icd/entity/1220564554	Trichomoniasis	Subclass	0
Category	2	A59.9	I	Trichomoniasis, unspecified	http://id.who.int/icd/entity/1220564554	Trichomoniasis	Subclass	0
Category	1	A60	I	Anogenital herpesviral [herpes simplex] infection	http://id.who.int/icd/entity/616315615	Anogenital herpes simplex infection	Subclass	-1
Category	2	A60.0	I	Herpesviral infection of genitalia and urogenital tract	http://id.who.int/icd/entity/666746193	Herpes simplex infection of genitalia or urogenital tract	Equivalent	0
Category	2	A60.1	I	Herpesviral infection of perianal skin and rectum	http://id.who.int/icd/entity/1123446981	Herpes simplex infection of perianal skin or rectum	Equivalent	0
Category	2	A60.9	I	Anogenital herpesviral infection, unspecified	http://id.who.int/icd/entity/616315615	Anogenital herpes simplex infection	Subclass	0
Category	1	A63	I	Other predominantly sexually transmitted diseases, not elsewhere classified	http://id.who.int/icd/entity/1904876434	Predominantly sexually transmitted infections	Equivalent	0
Category	2	A63.0	I	Anogenital (venereal) warts	http://id.who.int/icd/entity/641342831	Anogenital warts	Equivalent	0
Category	2	A63.8	I	Other specified predominantly sexually transmitted diseases	http://id.who.int/icd/entity/1904876434	Predominantly sexually transmitted infections	Subclass	0
Category	1	A64	I	Unspecified sexually transmitted disease	http://id.who.int/icd/entity/1904876434	Predominantly sexually transmitted infections	Subclass	0
Block	1	A65-A69	I	Other spirochaetal diseases	http://id.who.int/icd/entity/1998718899	Other spirochaetal diseases	Equivalent	0
